crown_uid,area,crown_area_m2,species_clean,label_acacia_visual,label_acacia_species,label_acacia_clustering,pred_acacia_visual_model,prob_acacia_visual_model,model_confidence,model_cluster_disagree,uncertain,lon,lat,source_file,source_index,orig_crown_id
SIT:crown_0054,SIT,,Pilkhan,-1,0,-1,0,0.49754195291055076,0.5024580470894493,False,True,77.19175344616285,28.54516764416397,sit_master(1).geojson,53,crown_0054
SIT:crown_0011,SIT,,Buddha's Coconut,-1,0,-1,1,0.5030235710465203,0.5030235710465203,False,True,77.19122428641822,28.54555547152848,sit_master(1).geojson,10,crown_0011
SV_S3:crown_0443,SV_S3,18.722981401281885,,-1,-1,0,1,0.5032975025886695,0.5032975025886695,True,True,77.18656010559656,28.530349610364347,s3_master_format.geojson,442,crown_0443
SV_S3:crown_0439,SV_S3,9.87575577627716,,-1,-1,0,1,0.5032975025886695,0.5032975025886695,True,True,77.18650448269379,28.53034678069119,s3_master_format.geojson,438,crown_0439
SIT:crown_0083,SIT,,Ashok,-1,0,-1,0,0.49665589502811813,0.5033441049718819,False,True,77.19137500231409,28.54616745354615,sit_master(1).geojson,82,crown_0083
SV_S4:crown_0029,SV_S4,89.72858488256546,Prosopis Juliflora,-1,1,1,1,0.5034044712171454,0.5034044712171454,False,True,77.18399739269104,28.532816698137427,s4_master_format.geojson,28,crown_0029
SIT:crown_0062,SIT,,,-1,-1,-1,0,0.49602966255172,0.50397033744828,False,True,77.19213783702318,28.546003442841208,sit_master(1).geojson,61,crown_0062
SV_S3:crown_0200,SV_S3,17.910732889956577,,-1,-1,0,0,0.4955729473931384,0.5044270526068616,False,True,77.18509051826352,28.531538143733727,s3_master_format.geojson,199,crown_0200
SV_S3:crown_0125,SV_S3,11.696420047002013,,-1,-1,0,0,0.4955729473931384,0.5044270526068616,False,True,77.18507427178112,28.53150882837559,s3_master_format.geojson,124,crown_0125
SV_S3:crown_0118,SV_S3,20.168315106516605,,-1,-1,1,0,0.4955729473931384,0.5044270526068616,True,True,77.18513129361307,28.53150324136963,s3_master_format.geojson,117,crown_0118
SV_S1:crown_0160,SV_S1,11.278535018730091,,-1,-1,1,0,0.4954616288048669,0.5045383711951331,True,True,77.17632894520004,28.53327550574715,s1_master_format.geojson,159,crown_0160
MITTAL:crown_0032,MITTAL,,,-1,-1,-1,0,0.495323577513197,0.504676422486803,False,True,77.19072089336429,28.544544988131232,mittal_master.geojson,31,crown_0032
MITTAL:crown_0025,MITTAL,,,-1,-1,-1,0,0.495323577513197,0.504676422486803,False,True,77.19072746351966,28.54453768999901,mittal_master.geojson,24,crown_0025
SV_S2:crown_0084,SV_S2,15.504433387072558,,-1,-1,1,0,0.4952700677213726,0.5047299322786274,True,True,77.17376520285217,28.528796696940923,s2_master_format.geojson,83,crown_0084
SV_S3:crown_0035,SV_S3,27.146975162559638,,-1,-1,0,0,0.4948574161371466,0.5051425838628534,False,True,77.18522656945254,28.53095614075669,s3_master_format.geojson,34,crown_0035
A3:crown_0078,A3,,,-1,-1,-1,0,0.49484867343293276,0.5051513265670673,False,True,77.19906054436792,28.540766525992883,A3_master.geojson,77,crown_0078
A2:crown_0075,A2,,,-1,-1,-1,0,0.4947316365833993,0.5052683634166006,False,True,77.19517265189907,28.544312938663584,A2_master.geojson,74,crown_0075
SV_S1:crown_0025,SV_S1,57.06339986714452,,-1,-1,0,0,0.494611760201933,0.505388239798067,False,True,77.17562532911288,28.532296342112737,s1_master_format.geojson,24,crown_0025
SV_S3:crown_0108,SV_S3,11.601032166325862,,-1,-1,1,1,0.5053895104696758,0.5053895104696758,False,True,77.18527813637544,28.531377639010675,s3_master_format.geojson,107,crown_0108
