threshold,accuracy,balanced_accuracy,macro_f1,positive_recall,positive_precision,confusion_matrix,fold
0.85,0.9027777777777778,0.6111111111111112,0.6555023923444976,0.2222222222222222,1.0,"[[63, 0], [7, 2]]",4
0.9,0.9027777777777778,0.6111111111111112,0.6555023923444976,0.2222222222222222,1.0,"[[63, 0], [7, 2]]",4
0.1,0.875,0.9285714285714286,0.7948717948717949,1.0,0.5,"[[54, 9], [0, 9]]",5
0.15,0.8888888888888888,0.9365079365079365,0.8122555410691004,1.0,0.5294117647058824,"[[55, 8], [0, 9]]",5
0.2,0.8888888888888888,0.9365079365079365,0.8122555410691004,1.0,0.5294117647058824,"[[55, 8], [0, 9]]",5
0.25,0.8888888888888888,0.9365079365079365,0.8122555410691004,1.0,0.5294117647058824,"[[55, 8], [0, 9]]",5
0.3,0.9166666666666666,0.9523809523809523,0.85,1.0,0.6,"[[57, 6], [0, 9]]",5
0.35,0.9166666666666666,0.9523809523809523,0.85,1.0,0.6,"[[57, 6], [0, 9]]",5
0.4,0.9166666666666666,0.9523809523809523,0.85,1.0,0.6,"[[57, 6], [0, 9]]",5
0.45,0.9166666666666666,0.9523809523809523,0.85,1.0,0.6,"[[57, 6], [0, 9]]",5
0.5,0.9305555555555556,0.9603174603174602,0.8706431908012936,1.0,0.6428571428571429,"[[58, 5], [0, 9]]",5
0.55,0.9722222222222222,0.9841269841269842,0.9419354838709677,1.0,0.8181818181818182,"[[61, 2], [0, 9]]",5
0.6,0.9722222222222222,0.9365079365079365,0.9365079365079365,0.8888888888888888,0.8888888888888888,"[[62, 1], [1, 8]]",5
0.65,0.9722222222222222,0.9365079365079365,0.9365079365079365,0.8888888888888888,0.8888888888888888,"[[62, 1], [1, 8]]",5
0.7,0.9722222222222222,0.8888888888888888,0.9296875,0.7777777777777778,1.0,"[[63, 0], [2, 7]]",5
0.75,0.9444444444444444,0.7777777777777778,0.8417582417582418,0.5555555555555556,1.0,"[[63, 0], [4, 5]]",5
0.8,0.9305555555555556,0.7222222222222222,0.7886083382266589,0.4444444444444444,1.0,"[[63, 0], [5, 4]]",5
0.85,0.9305555555555556,0.7222222222222222,0.7886083382266589,0.4444444444444444,1.0,"[[63, 0], [5, 4]]",5
0.9,0.9305555555555556,0.7222222222222222,0.7886083382266589,0.4444444444444444,1.0,"[[63, 0], [5, 4]]",5
